text_id,text,speaker,party,date,agenda,cap_topic
19463,"I give credit to some Conservative voices in the European Parliament for that, as well as to the Government, who are belatedly making progress.",Mark Field,Con,10/11/2009,Financial Services Regulation,19
39320,"I should also say that the Government have decided to replace the LSC with an executive agency of the Ministry of Justice, in the belief that that will strengthen accountability and control of the legal aid fund.",Jonathan Djanogly,Con,15/09/2010,Criminal Bar (Public Funding),12
44897,Turkey has no right whatever to be there.,Alan Meale,Lab,16/11/2010,Cyprus,19
47624,The Bill moves to give Parliament more say over Europe.,Nick De Bois,Con,07/12/2010,European Union Bill,19
48897,The ECB put preserving a paper currency without a state ahead of the well-being of millions of Irish households.,Douglas Carswell,Con,15/12/2010,Loans to Ireland Bill,19
52023,The whole point of the simplified revision treaty was to make it quicker and easier to integrate powers in the European Union.,James Clappison,Con,24/01/2011,European Union Bill,19
56422,"Brigadier Bashall, who is commanding the UK operation, has established a temporary joint headquarters in Malta to help to co-ordinate the efforts of many countries.",David Cameron,Con,28/02/2011,Libya and the Middle East,19
59262,"Last week, Exercise Watermark took place, which was the largest civil emergency exercise ever held in the United Kingdom.",Richard Benyon,Con,17/03/2011,"Flooding [Oral Answers to Questions > Environment, Food and Rural Affairs]",15
60528,"On the economic aspect of the Prime Minister's statement, does he agree that the recent election in Germany shows that the German people have lost patience with the European Union, as have the British electorate?",Peter Tapsell,Con,28/03/2011,Libya/European Council,19
66543,"Friend's official was that that is all very well, but how will it deal with the rulings in the European Court of Justice.",Christopher Chope,Con,17/06/2011,Tribunals (Maximum Compensation Awards) Bill,12
76674,"Member for Normanton, Pontefract and Castleford (Yvette Cooper) has done this in the past in relation to aspects of the previous Government's immigration policy, but it would do her, and those who sit with her, no harm at all to acknowledge that something went very badly wrong under the previous Government, that having an extra 2.2 million people-twice the population of Birmingham-in this country during the course of the 13 years that Labour was in power was not a good thing or something that increased community cohesion, and that real mistakes were made in relation to other areas such as establishing quotas for those from new-entry members of the European Union.",Stephen Phillips,Con,09/11/2011,Border Checks Summer 2011,19
84705,"However, what is more important than that is what lies behind it, which is that we should be ready to say firmly and clearly to the Argentines-in saying this, we should echo it with messages to other parts of the world-that we do not believe it is right to say that the Falklands are part of Argentina, or to use the name the Malvinas.",James Gray,Con,31/01/2012,Falkland Islands,21
86404,"We have, obviously, set up the West Lothian group to look at this issue, and obviously we want to make sure that devolution works for everyone in the United Kingdom, but I would part company slightly with the right hon.",David Cameron,Con,22/02/2012,Engagements [Oral Answers to Questions > Prime Minister],21
94895,"Early conciliation will result in a claimant who is seeking redress having to go through two different processes, with different time limits and different forms to fill in, before instituting a claim.",Chuka Umunna,Lab,11/06/2012,Enterprise and Regulatory Reform Bill,20
99610,"At a recent meeting convened to discuss them, consultants at Ealing hospital and GPs from right across the London borough of Ealing voted unanimously against the proposal to close Ealing hospital.",Virendra Sharma,Lab,16/07/2012,National Health Service,3
106763,"But Mr Black's murder showed us that, despite the progress that has been made in Northern Ireland, there remains a crazed and fanatical republican element that is determined to try to drag our community backwards, into the darkest days of the past.",Nigel Dodds,DUP,21/11/2012,Security in Northern Ireland,16
117773,Clause 1 refers to the draft decisions on the Official Journal and the Fundamental Rights Agency.,Wayne David,Lab,11/02/2013,European Union (Approvals) Bill,19
119780,We are on track to reduce our presence in Germany by more than 70% by 2015 against our SDSR target of 50%.,Philip Hammond,Con,05/03/2013,Army Basing Plan,16
121707,The United Kingdom remains committed to promoting human rights across the world and is steadfast in its opposition to the death penalty.,Hugo Swire,Con,19/03/2013,Bangladesh (Escalation of Violence),19
128087,"The absence of democratic legitimacy and adequate democratic accountability within the EU is a major political question that needs serious debate and consideration right across the European Union, but it is not answered by the proposals before us this evening.",David Lidington,Con,18/06/2013,European Elections 2014,19
131965,"The EU treaties, the Commission and even the Government's own legislation say that they do not need a vote before beginning negotiations, so why is the Leader of the House forcing a vote on Monday?",Angela Eagle,Lab,11/07/2013,Business of the House,19
132546,"Friend has heard this before, but does he accept that, for all the examples that could be given to demonstrate that the European arrest warrant is sometimes convenient and suits the case of those in favour of it, there are many examples that demonstrate absolutely massive deprivations of justice for those people caught up in the EAW who are most unfairly treated by it?",Bill Cash,Con,15/07/2013,2014 JHA Opt-out Decision,12
138489,"Unbelievably, just four weeks before the attack he had been issued with a community resolution for underage sex with the same girl.",Ian Austin,Lab,30/10/2013,Probation Service,12
141133,"Friend agree that a slightly longer time scale would give the Government the opportunity to put objective arguments, both for and against, to the British people, so that they were better informed about the European Union?",Wayne David,Lab,22/11/2013,European Union (Referendum) Bill,19
142120,I echo the right hon.,Grahame M Morris,Lab,27/11/2013,Tuberculosis,3
143163,"There are also people in Moldova, who are not yet in the EU but who are closely connected with Romania.",Michael Connarty,Lab,05/12/2013,Modern-day Slavery,12
154131,"Last year, Eurosceptic rebels on the Tory Back Benches tried to amend their own Queen's Speech in order to deliver a referendum on EU membership.",Angela Eagle,Lab,13/03/2014,Business of the House,20
154728,"I have no wish to provoke military intervention and no wish to harm the Russian people, but I do believe that the security of Europe is at risk if we do not take action.",Gerald Howarth,Con,18/03/2014,Ukraine,19
161390,"With permission, Mr Speaker, I would like to make a statement on recent events in Ukraine.",William Hague,Con,13/05/2014,Ukraine,19
166394,"Had the European arrest warrant not been in place, we would not have been able to extradite the individual I mentioned earlier, Mr Cullen, back to the UK to face justice, and his victims would not have seen justice done.",Theresa May,Con,10/07/2014,The UK's Justice and Home Affairs  Opt-outs,12
166626,What I take issue with them on is this: the full extent to which the European Court of Justice will have jurisdiction over the general run of justice and home affairs in this country.,Robert Buckland,Con,10/07/2014,The UK's Justice and Home Affairs  Opt-outs,12
173397,That cost is just one reason why so many millions of people want to vote to leave the European Union.,David Nuttall,Con,27/10/2014,European Council,19
174266,"As the Minister knows, clause 18 is the one about which Opposition Members have the most trepidation-and not just because of experiences in Scotland, but because of the recall petitions in the United States and elsewhere, and indeed because of the events that occurred in Oldham, East and Saddleworth in 2010 and the subsequent conviction in the elections court.",Thomas Docherty,Lab,03/11/2014,Recall of MPs Bill,20
